0.011068,0.0059028
0.014206,0.0022044
0.016233,0.0056569
0.014941,0.0093077
0.082393,-0.0009838
0.083279,-0.0031842
0.082639,-0.013035
0.083279,-0.011512
0.086329,-0.0027055
0.086463,-0.00097975
0.065177,0.0093461
0.05903,0.011512
0.075441,0.0061235
0.033203,0.017954
0.037476,0.015186
0.06198,-0.0061488
0.061969,-0.0034291
0.039435,0.015186
0.048698,0.0027055
0.05756,0.0031842
0.094056,-0.013227
-0.37849,-0.016788
-0.38154,-0.0061046
-0.98005,-0.049441
-0.98625,-0.049441
0.019595,0.004164
-0.016411,0.024739
-0.83481,0.033575
-0.84406,0.023306
-0.10988,0.03968
-0.1984,0.03968
-0.28386,0.03968
-0.40138,0.042732
-0.47616,0.042732
-0.57536,0.042732
-0.6654,0.03968
-0.7585,0.035102
0.069112,0.0004919
0.071767,-0.00073481
0.077966,-0.0076245
0.080095,-0.010287
0.075507,0.0004919
0.07838,-0.00097975
0.076982,-0.012789
0.077156,-0.011757
0.063455,0.0066407
0.062704,0.0090627
0.088542,-0.010084
0.088668,-0.0095526
0.06862,0.0061488
0.067113,0.0053886
0.089526,0.0017217
0.090872,-0.00024494
0.069112,-0.0044271
0.071767,-0.0063684
0.061734,-0.0014757
0.066378,-0.0014696
0.082885,0.0022136
0.084014,0.0031842
0.018615,0.022779
0.024494,0.022534
0.0019595,0.024494
0.072063,-0.0086083
0.076421,-0.012737
0.067636,-0.0093461
0.072992,-0.0097975
0.026809,0.017708
0.031842,0.015921
0.06099,0.0090627
-0.34796,0.022892
0.077966,-0.0029514
0.07838,-0.0053886
0.079196,-0.0039352
0.082789,-0.0068583
0.078458,0.004919
0.078625,0.004164
0.11289,0.0004919
0.11463,0.0031842
-0.13278,-0.0015262
-0.1343,0.0045785
0.094199,-0.016233
0.096016,-0.012492
0.10748,0.011314
0.10508,0.014941
-0.023024,0.024249
-0.1282,0.038154
-0.2335,0.041206
-0.37391,0.041206
-0.52652,0.03968
-0.69898,0.038154
-0.84091,0.032049
-0.90399,0.003879
-0.90771,0.002639
-0.012247,0.025229
0.011757,0.024249
-0.12057,0.038154
-0.27318,0.03968
-0.46853,0.041206
-0.65777,0.038154
-0.82718,0.032049
-0.008083,0.024739
-0.18924,0.038154
-0.37849,0.041206
-0.58299,0.041206
-0.76766,0.036628
-0.89531,0.005119
-0.9445,-0.037868
-0.93995,-0.035801
-0.95153,-0.037868
0.023365,0.0091002
0.024984,0.003919
-0.53873,0.0091569
-0.54178,0.035102
0.12814,-0.014511
0.12688,-0.010042
0.12642,-0.0009838
0.12418,0.0024494
0.12912,0.011806
0.11218,0.013227
0.13675,-0.015741
0.13741,-0.013961
0.13158,-0.0029514
0.13031,-0.00073481
0.13404,0.013035
0.12688,0.012247
-0.97302,-0.020508
-0.98335,-0.018028
0.12863,-0.0061488
0.12908,-0.0044089
0.12273,-0.015987
0.12173,-0.012247
0.11609,0.0041812
0.11439,0.0075931
-0.93003,-0.00025436
-0.91309,0.0030523
-0.68219,-0.012209
-0.69287,0.021366
-0.95855,-0.015961
-0.96062,-0.016788
-0.98087,-0.015134
-0.97674,-0.018028
-1.0172,-0.016374
-1.0139,-0.023814
-1.0251,-0.018441
-1.023,-0.017201
-1.0086,-0.014308
-0.97013,-0.017614
-0.99038,-0.014308
-0.97674,-0.040348
-0.98997,-0.030428
-0.69593,-0.012209
-0.69898,0.018314
-0.70356,-0.0091569
-1.0243,-0.032494
-1.0181,-0.033321
-0.89573,0.0096656
-0.87837,0.013386
-0.9631,-0.019268
-0.95318,-0.024228
-0.99451,-0.038694
-0.8825,0.015039
-0.99906,-0.018028
-1.0077,-0.036214
0.089526,-0.0039352
0.089892,-0.0046538
0.070342,0.0044271
0.071032,0.0051437
0.055831,0.0061488
0.052907,0.0048988
0.09871,-0.016411
0.0044089,0.024494
0.016656,0.023024
-0.0063684,0.024739
0.0083279,0.023024
0.079934,0.0095921
0.064439,0.0024595
0.066868,0.0034291
0.1215,-0.0066407
0.121,-0.0031842
0.069562,0.0093077
0.034536,0.016166
0.073047,-0.0182
0.076176,-0.016901
0.07895,0.0093461
0.077156,0.012247
0.087312,0.005165
0.087933,0.0051437
0.094199,-0.0029514
0.09724,-0.0019595
0.1156,-0.017954
0.11265,-0.0029514
0.11292,-0.00024494
0.094056,0.017391
0.069112,0.012789
0.071277,0.012247
0.0088542,0.0034433
0.0095526,0.0017146
0.073047,0.0091002
0.072257,0.010042
0.07772,0.0093461
0.07838,0.011512
0.094445,-0.0059028
0.094546,-0.0026943
-0.0026943,0.024249
0.024739,0.022289
0.02033,0.022779
-0.68982,-0.010683
-0.14651,-0.0030523
0.068374,0.010822
0.06148,0.014941
0.051896,0.014019
0.054621,0.011267
0.079688,0.0068866
0.07985,0.0073481
0.074277,0.010084
0.073237,0.0097975
0.064685,0.014019
0.057316,0.016901
0.05952,0.014265
0.066133,0.012737
0.072555,0.013281
0.070787,0.014696
0.093811,-0.0048988
0.13134,-0.012052
0.12492,-0.0083279
0.11658,0.0093461
0.11341,0.011267
0.12101,-0.0029514
0.12222,-0.0012247
0.092231,-0.011806
0.093077,-0.010042
0.12568,-0.012052
0.13055,-0.0095526
0.1215,0.0022136
0.121,0.0071032
-0.0026943,0.024739
-0.80886,0.033575
-0.78578,0.027852
-0.89118,0.0084256
-0.070203,0.036628
-0.14498,0.038154
-0.23961,0.03968
-0.34338,0.042732
-0.44564,0.042732
-0.54636,0.042732
-0.62572,0.03968
-0.71424,0.036628
0.014941,0.024004
-0.73866,0.036628
-0.81802,0.033575
0.029393,0.023514
-0.080886,0.036628
-0.16025,0.038154
-0.25182,0.041206
-0.36933,0.042732
-0.45632,0.042732
-0.56315,0.041206
-0.63641,0.041206
-0.16635,0.038154
-0.26097,0.041206
-0.3968,0.042732
-0.49753,0.038154
-0.53263,0.042732
-0.65319,0.041206
-0.0218,0.024249
-0.77376,0.036628
-0.84854,0.033575
-0.86845,0.017519
-0.91474,0.00015897
-0.030862,0.024249
-0.1343,0.038154
-0.21977,0.041206
-0.31439,0.042732
-0.40596,0.044258
-0.48837,0.041206
-0.59673,0.042732
-0.6883,0.038154
